source,sample_label,language,measure_type,method,subject_id,age_mo,tokens_per_hour,log_r,citation_path
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00510002,19.77864021848498,2122.4019,7.6603,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00510002,16.558861578266495,2322.6713,7.7505,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00380001,13.569067126635044,2017.8799,7.6098,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00270002,9.42935173206842,3443.1673,8.1441,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00320003,17.117394607692148,1834.3182,7.5144,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00220001,13.076243865377112,1853.9726,7.5251,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00400002,21.257110002258777,72.192,4.2793,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00490001,17.643072753033945,438.1273,6.0825,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00400002,21.55280395901353,426.411,6.0554,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00400002,19.022977884556152,433.9418,6.0729,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00510002,20.140043943407463,2392.9134,7.7803,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00320001,19.45009137764636,479.2463,6.1722,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00400003,15.211811330828148,2753.4965,7.9206,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00320003,12.452001067783732,2139.6924,7.6684,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00220001,17.44594344853077,2217.1137,7.704,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00320003,11.13780570442925,4107.2797,8.3205,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00320002,17.347378796279184,1369.8187,7.2224,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00320002,20.304318363826773,131.1185,4.8761,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00510002,15.73748947616994,4607.8801,8.4355,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00510002,14.916117374073387,1629.6243,7.3961,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00320001,20.797141625084706,994.2005,6.9019,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00400001,24.772582599232017,2288.6335,7.7357,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00420001,15.967473664756977,1946.3602,7.5737,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00510002,20.961416045504013,2265.0481,7.7254,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00320001,16.197457853344012,2286.5401,7.7348,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00400002,23.162693279122777,722.4886,6.5827,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00420001,12.977679213125526,1200.5109,7.0905,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00510002,16.098893201092423,3667.9438,8.2074,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00510001,14.259019692396148,2097.1302,7.6483,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00510002,16.32887738967946,2282.4108,7.733,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00400002,19.712930450317256,752.997,6.6241,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00510001,14.62042341731863,604.1828,6.4039,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00400003,16.361732273763323,1609.1954,7.3835,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00220001,9.823610341074763,541.507,6.2944,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00320001,24.279759337974085,1884.6583,7.5415,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00320002,19.1543974208916,1899.3983,7.5493,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00270002,9.462206616152285,868.4547,6.7667,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00400002,20.172898827491323,730.5212,6.5938,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00320003,12.813404792706216,2390.6633,7.7793,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00320003,15.474650403499044,798.7513,6.683,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00430001,29.503685907308157,1958.9728,7.5802,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00320001,18.72728392780139,2245.2389,7.7166,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00400001,22.9655639746196,1517.2364,7.3246,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00270002,9.659335920655456,1670.4981,7.4209,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00420001,13.83190619930594,1933.3748,7.567,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00400001,21.0599806977556,2487.5125,7.819,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00220001,19.121542536807738,842.9119,6.7369,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00420001,20.304318363826773,2406.1303,7.7858,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00320001,22.66987001786484,407.404,6.0098,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00510002,15.146101562660425,2332.0369,7.7545,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00370001,16.62457134643422,816.9991,6.7056,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00510002,17.708782521201666,1272.3827000000001,7.1486,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00360001,9.133657775313662,280.9706,5.6383,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00320002,17.347378796279184,913.147,6.8169,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00400002,23.2284030472905,1786.6005,7.4881,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00400001,24.016920265303188,3277.6543,8.0949,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00270002,9.790755456990905,487.8993,6.1901,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00320001,22.407030945193945,3486.0335,8.1565,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00430001,27.072424485102363,1890.166,7.5444,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00420001,11.13780570442925,1072.7969,6.978,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00320003,14.817552721821803,2269.3707,7.7273,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00320001,17.117394607692148,718.4747,6.5771,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00320001,20.370028131994495,1644.9553,7.4055,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00510002,13.404792706215732,3203.0386,8.0719,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00430001,29.14228218238567,2975.0645,7.998,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00420001,10.907821515842214,1098.3397,7.0016,data/raw_data/babyview/README.md
this paper (BabyView; Long et al. 2025),20 longitudinal English-dominant Stanford subjects,"English (US, CA)",all-adult,"FEM+MAL transcript (Whisper, score>=0.3)",S00510002,12.813404792706216,2631.7364,7.8754,data/raw_data/babyview/README.md
